且	3	㇐	U+31D0	CJK STROKE H
且	4	㇐	U+31D0	CJK STROKE H
丕	0	㇐	U+31D0	CJK STROKE H
丕	1	㇒	U+31D2	CJK STROKE P
丕	2	㇑	U+31D1	CJK STROKE S
丕	3	㇔	U+31D4	CJK STROKE D
丕	4	㇐	U+31D0	CJK STROKE H
世	0	㇐	U+31D0	CJK STROKE H
世	1	㇑	U+31D1	CJK STROKE S
世	2	㇑	U+31D1	CJK STROKE S
世	3	㇐	U+31D0	CJK STROKE H
世	4	㇗	U+31D7	CJK STROKE SZ
丗	0	㇐	U+31D0	CJK STROKE H
丗	1	㇑	U+31D1	CJK STROKE S
丗	2	㇑	U+31D1	CJK STROKE S
丗	3	㇑	U+31D1	CJK STROKE S
丗	4	㇐	U+31D0	CJK STROKE H
丘	0	㇒	U+31D2	CJK STROKE P
丘	1	㇑	U+31D1	CJK STROKE S
丘	2	㇐	U+31D0	CJK STROKE H
丘	3	㇑	U+31D1	CJK STROKE S
丘	4	㇐	U+31D0	CJK STROKE H
丙	0	㇐	U+31D0	CJK STROKE H
丙	1	㇑	U+31D1	CJK STROKE S
丙	2	㇆	U+31C6	CJK STROKE HZG
丙	3	㇒	U+31D2	CJK STROKE P
丙	4	㇔	U+31D4	CJK STROKE D
丞	0	㇇	U+31C7	CJK STROKE HP
丞	1	㇁	U+31C1	CJK STROKE WG
丞	2	㇇	U+31C7	CJK STROKE HP
丞	3	㇒	U+31D2	CJK STROKE P
丞	4	㇏	U+31CF	CJK STROKE N
丞	5	㇐	U+31D0	CJK STROKE H
両	0	㇐	U+31D0	CJK STROKE H
両	1	㇑	U+31D1	CJK STROKE S
両	2	㇆	U+31C6	CJK STROKE HZG
両	3	㇑	U+31D1	CJK STROKE S
両	4	㇄	U+31C4	CJK STROKE SW
両	5	㇑	U+31D1	CJK STROKE S
並	0	㇔	U+31D4	CJK STROKE D
並	1	㇒	U+31D2	CJK STROKE P
並	2	㇐	U+31D0	CJK STROKE H
並	3	㇑	U+31D1	CJK STROKE S
